{it}{s}	sup=80
{you}{this}	sup=5
{you}{have}{be}	sup=5
{you}{be}{the}{only}{one}	sup=5
{you}{be}{not}{the}{one}	sup=5
{you}{be}{not}{the}{only}	sup=5
{you}{be}{not}{only}{one}	sup=5
{you}{be}{and}	sup=5
{you}{through}	sup=5
{you}{not}{the}{only}{one}	sup=5
{you}{your}	sup=5
{you}{now}	sup=5
{you}{know}{i}{be}{you}	sup=5
{you}{know}{i}{be}{just}	sup=5
{you}{know}{i}{be}{like}	sup=5
{you}{know}{i}{just}{you}	sup=5
{you}{know}{i}{just}{like}	sup=5
{you}{know}{i}{could}{be}	sup=5
{you}{know}{i}{could}{just}	sup=5
{you}{know}{i}{could}{like}	sup=5
{you}{know}{be}{just}{you}	sup=5
{you}{know}{be}{just}{like}	sup=5
{you}{know}{be}{like}{you}	sup=5
{you}{know}{could}{be}{you}	sup=5
{you}{know}{could}{be}{just}	sup=5
{you}{know}{could}{be}{like}	sup=5
{you}{know}{could}{just}{you}	sup=5
{you}{know}{could}{just}{like}	sup=5
{you}{know}{could}{like}{you}	sup=5
{you}{at}	sup=5
{you}{disappear}	sup=5
{you}{could}{be}{just}{you}	sup=5
{you}{could}{be}{just}{like}	sup=5
{you}{could}{be}{like}{you}	sup=5
{you}{could}{just}{like}{you}	sup=5
{you}{turn}	sup=5
{see}{me}	sup=5
{the}{life}{i}	sup=5
{it}{t}{be}	sup=5
{it}{so}	sup=5
{it}{s}{what}{i}{steal}	sup=5
{it}{s}{not}{i}{steal}	sup=5
{it}{s}{not}{what}{steal}	sup=5
{it}{s}{not}{you}{i}	sup=5
{it}{s}{not}{you}{say}	sup=5
{it}{s}{not}{you}{that}	sup=5
{it}{s}{not}{when}{you}	sup=5
{it}{s}{not}{when}{say}	sup=5
{it}{s}{not}{when}{that}	sup=5
{it}{s}{not}{fair}{you}	sup=5
{it}{s}{not}{fair}{say}	sup=5
{it}{s}{not}{fair}{when}	sup=5
{it}{s}{when}{you}{i}	sup=5
{it}{s}{when}{you}{say}	sup=5
{it}{s}{when}{you}{that}	sup=5
{it}{s}{when}{say}{i}	sup=5
{it}{s}{when}{say}{that}	sup=5
{it}{s}{when}{say}{didn}	sup=5
{it}{s}{when}{that}{i}	sup=5
{it}{s}{when}{that}{t}	sup=5
{it}{s}{when}{that}{didn}	sup=5
{it}{s}{fair}{you}{i}	sup=5
{it}{s}{fair}{you}{say}	sup=5
{it}{s}{fair}{you}{that}	sup=5
{it}{s}{fair}{say}{i}	sup=5
{it}{s}{fair}{say}{that}	sup=5
{it}{s}{fair}{say}{didn}	sup=5
{it}{s}{fair}{when}{you}	sup=5
{it}{s}{fair}{when}{say}	sup=5
{it}{s}{fair}{when}{that}	sup=5
{it}{not}{what}{i}{steal}	sup=5
{it}{not}{you}{i}{t}	sup=5
{it}{not}{you}{i}{try}	sup=5
{it}{not}{you}{i}{didn}	sup=5
{it}{not}{you}{say}{i}	sup=5
{it}{not}{you}{say}{that}	sup=5
{it}{not}{you}{say}{didn}	sup=5
{it}{not}{you}{that}{i}	sup=5
{it}{not}{you}{that}{t}	sup=5
{it}{not}{you}{that}{didn}	sup=5
{it}{not}{when}{you}{i}	sup=5
{it}{not}{when}{you}{say}	sup=5
{it}{not}{when}{you}{that}	sup=5
{it}{not}{when}{say}{i}	sup=5
{it}{not}{when}{say}{that}	sup=5
{it}{not}{when}{say}{didn}	sup=5
{it}{not}{when}{that}{i}	sup=5
{it}{not}{when}{that}{t}	sup=5
{it}{not}{when}{that}{didn}	sup=5
{it}{not}{fair}{you}{i}	sup=5
{it}{not}{fair}{you}{say}	sup=5
{it}{not}{fair}{you}{that}	sup=5
{it}{not}{fair}{say}{i}	sup=5
{it}{not}{fair}{say}{that}	sup=5
{it}{not}{fair}{say}{didn}	sup=5
{it}{not}{fair}{when}{you}	sup=5
{it}{not}{fair}{when}{say}	sup=5
{it}{not}{fair}{when}{that}	sup=5
{it}{fair}{you}{i}{t}	sup=5
{it}{fair}{you}{i}{try}	sup=5
{it}{fair}{you}{i}{didn}	sup=5
{it}{fair}{you}{say}{i}	sup=5
{it}{fair}{you}{say}{that}	sup=5
{it}{fair}{you}{say}{didn}	sup=5
{it}{fair}{you}{that}{i}	sup=5
{it}{fair}{you}{that}{t}	sup=5
{it}{fair}{you}{that}{didn}	sup=5
{it}{fair}{say}{i}{t}	sup=5
{it}{fair}{say}{i}{try}	sup=5
{it}{fair}{say}{i}{didn}	sup=5
{it}{fair}{say}{that}{i}	sup=5
{it}{fair}{say}{that}{t}	sup=5
{it}{fair}{say}{that}{didn}	sup=5
{it}{fair}{say}{didn}{t}	sup=5
{it}{fair}{say}{didn}{try}	sup=5
{it}{fair}{when}{you}{i}	sup=5
{it}{fair}{when}{you}{say}	sup=5
{it}{fair}{when}{you}{that}	sup=5
{it}{fair}{when}{say}{i}	sup=5
{it}{fair}{when}{say}{that}	sup=5
{it}{fair}{when}{say}{didn}	sup=5
{it}{fair}{when}{that}{i}	sup=5
{it}{fair}{when}{that}{t}	sup=5
{it}{fair}{when}{that}{didn}	sup=5
{from}{me}	sup=5
{and}{me}	sup=5
{and}{you}{be}{dead}{inside}	sup=5
{and}{now}{be}{dead}{inside}	sup=5
{and}{now}{you}{be}{inside}	sup=5
{and}{now}{you}{be}{dead}	sup=5
{and}{now}{you}{dead}{inside}	sup=5
{and}{we}{try}	sup=5
{and}{save}{myself}{before}{i}	sup=5
{never}{know}	sup=5
{how}{try}	sup=5
{to}{see}	sup=5
{to}{go}	sup=5
{to}{stay}	sup=5
{all}{i}{be}{to}{have}	sup=5
{all}{i}{be}{a}{of}	sup=5
{all}{i}{be}{a}{little}	sup=5
{all}{i}{be}{little}{of}	sup=5
{all}{i}{want}{be}{of}	sup=5
{all}{i}{want}{be}{a}	sup=5
{all}{i}{want}{be}{little}	sup=5
{all}{i}{want}{a}{of}	sup=5
{all}{i}{want}{a}{little}	sup=5
{all}{i}{want}{little}{of}	sup=5
{all}{i}{a}{little}{of}	sup=5
{all}{i}{need}{be}{have}	sup=5
{all}{i}{need}{be}{to}	sup=5
{all}{i}{need}{to}{have}	sup=5
{all}{be}{a}{little}{of}	sup=5
{all}{want}{be}{a}{of}	sup=5
{all}{want}{be}{a}{little}	sup=5
{all}{want}{be}{little}{of}	sup=5
{all}{want}{a}{little}{of}	sup=5
{all}{need}{be}{to}{have}	sup=5
{now}{you}{be}{go}{forever}	sup=5
{want}{me}{to}	sup=5
{my}{of}	sup=5
{take}{yourself}	sup=5
{we}{will}{it}	sup=5
{a}{good}{time}	sup=5
{that}{don}{t}	sup=5
{know}{that}	sup=5
{in}{the}	sup=5
{tonight}	sup=5
{fire}	sup=5
{night}	sup=5
{tell}{me}	sup=5
{watch}{me}{burn}	sup=5
{hide}	sup=5
{hold}	sup=5
{drown}	sup=5
{cause}{be}	sup=5
{she}{say}{s}{have}{enough}	sup=5
{she}{say}{that}{have}{enough}	sup=5
{she}{say}{that}{s}{have}	sup=5
{she}{say}{that}{s}{enough}	sup=5
{she}{say}{that}{she}{have}	sup=5
{she}{say}{that}{she}{s}	sup=5
{she}{say}{that}{she}{enough}	sup=5
{she}{say}{she}{have}{enough}	sup=5
{she}{say}{she}{s}{have}	sup=5
{she}{say}{she}{s}{enough}	sup=5
{she}{that}{s}{have}{enough}	sup=5
{she}{that}{she}{have}{enough}	sup=5
{she}{that}{she}{s}{have}	sup=5
{she}{that}{she}{s}{enough}	sup=5
{she}{she}{s}{have}{enough}	sup=5
{our}	sup=5
{fight}	sup=5
{by}	sup=5
{why}{this}{t}{turn}{round}	sup=5
{why}{this}{world}{t}{turn}	sup=5
{why}{this}{world}{t}{round}	sup=5
{why}{this}{world}{turn}{round}	sup=5
{why}{this}{world}{isn}{t}	sup=5
{why}{this}{world}{isn}{turn}	sup=5
{why}{this}{world}{isn}{round}	sup=5
{why}{this}{isn}{t}{turn}	sup=5
{why}{this}{isn}{t}{round}	sup=5
{why}{this}{isn}{turn}{round}	sup=5
{why}{world}{t}{turn}{round}	sup=5
{why}{world}{isn}{t}{turn}	sup=5
{why}{world}{isn}{t}{round}	sup=5
{why}{world}{isn}{turn}{round}	sup=5
{why}{isn}{t}{turn}{round}	sup=5
{because}{of}{you}	sup=5
{fall}{for}{you}	sup=5
{angry}	sup=5
{or}{we}{sit}{here}{wonder}	sup=5
{or}{do}{we}{here}{wonder}	sup=5
{or}{do}{we}{sit}{wonder}	sup=5
{or}{do}{sit}{here}{wonder}	sup=5
{remember}{i}	sup=5
{soul}	sup=5
{i}{i}{be}{good}{alone}	sup=6
{i}{i}{be}{good}{off}	sup=6
{i}{i}{be}{off}{alone}	sup=6
{i}{i}{never}	sup=6
{i}{i}{good}{off}{alone}	sup=6
{i}{can}{t}{control}{myself}	sup=6
{i}{t}{miss}{you}	sup=6
{i}{have}{to}	sup=6
{i}{have}{erase}{you}	sup=6
{i}{try}{to}	sup=6
{i}{be}{on}{the}{door}	sup=6
{i}{you}{to}	sup=6
{i}{will}{you}{i}	sup=6
{i}{let}{it}{i}{be}	sup=6
{i}{let}{it}{i}{not}	sup=6
{i}{let}{it}{i}{always}	sup=6
{i}{let}{it}{that}{i}	sup=6
{i}{let}{it}{that}{be}	sup=6
{i}{let}{it}{that}{not}	sup=6
{i}{let}{it}{show}{i}	sup=6
{i}{let}{it}{show}{be}	sup=6
{i}{let}{it}{show}{that}	sup=6
{i}{let}{that}{i}{be}	sup=6
{i}{let}{that}{i}{not}	sup=6
{i}{let}{that}{i}{always}	sup=6
{i}{let}{that}{be}{not}	sup=6
{i}{let}{that}{be}{always}	sup=6
{i}{let}{that}{not}{always}	sup=6
{i}{let}{show}{i}{be}	sup=6
{i}{let}{show}{i}{not}	sup=6
{i}{let}{show}{i}{always}	sup=6
{i}{let}{show}{be}{not}	sup=6
{i}{let}{show}{be}{always}	sup=6
{i}{let}{show}{that}{i}	sup=6
{i}{let}{show}{that}{be}	sup=6
{i}{let}{show}{that}{not}	sup=6
{i}{think}{i}{be}{good}	sup=6
{i}{think}{i}{be}{alone}	sup=6
{i}{think}{i}{be}{off}	sup=6
{i}{think}{i}{good}{alone}	sup=6
{i}{think}{i}{good}{off}	sup=6
{i}{think}{i}{off}{alone}	sup=6
{i}{think}{be}{good}{alone}	sup=6
{i}{think}{be}{good}{off}	sup=6
{i}{think}{be}{off}{alone}	sup=6
{i}{think}{good}{off}{alone}	sup=6
{i}{take}{you}	sup=6
{i}{lose}	sup=6
{i}{feel}{so}{much}{well}	sup=6
{i}{tell}	sup=6
{i}{would}{change}{my}{direction}	sup=6
{i}{wait}{to}	sup=6
{i}{hate}{everything}{about}{you}	sup=6
{can}{t}{take}{it}	sup=6
{t}{to}	sup=6
{this}{t}	sup=6
{this}{be}{not}{a}{home}	sup=6
{so}{many}{time}{i}{have}	sup=6
{so}{what}{can}{see}{the}	sup=6
{so}{what}{can}{see}{dark}	sup=6
{so}{what}{can}{see}{side}	sup=6
{so}{what}{can}{the}{dark}	sup=6
{so}{what}{can}{the}{side}	sup=6
{so}{what}{can}{the}{of}	sup=6
{so}{what}{can}{dark}{me}	sup=6
{so}{what}{can}{dark}{side}	sup=6
{so}{what}{can}{dark}{of}	sup=6
{so}{what}{if}{can}{see}	sup=6
{so}{what}{if}{can}{the}	sup=6
{so}{what}{if}{can}{dark}	sup=6
{so}{what}{if}{you}{can}	sup=6
{so}{what}{if}{you}{see}	sup=6
{so}{what}{if}{you}{the}	sup=6
{so}{what}{if}{see}{the}	sup=6
{so}{what}{if}{see}{dark}	sup=6
{so}{what}{if}{see}{side}	sup=6
{so}{what}{you}{can}{see}	sup=6
{so}{what}{you}{can}{the}	sup=6
{so}{what}{you}{can}{dark}	sup=6
{so}{what}{you}{see}{the}	sup=6
{so}{what}{you}{see}{dark}	sup=6
{so}{what}{you}{see}{side}	sup=6
{so}{what}{you}{the}{dark}	sup=6
{so}{what}{you}{the}{side}	sup=6
{so}{what}{you}{the}{of}	sup=6
{so}{if}{can}{see}{the}	sup=6
{so}{if}{can}{see}{dark}	sup=6
{so}{if}{can}{see}{side}	sup=6
{so}{if}{can}{the}{dark}	sup=6
{so}{if}{can}{the}{side}	sup=6
{so}{if}{can}{the}{of}	sup=6
{so}{if}{can}{dark}{me}	sup=6
{so}{if}{can}{dark}{side}	sup=6
{so}{if}{can}{dark}{of}	sup=6
{so}{if}{you}{can}{see}	sup=6
{so}{if}{you}{can}{the}	sup=6
{so}{if}{you}{can}{dark}	sup=6
{so}{if}{you}{see}{the}	sup=6
{so}{if}{you}{see}{dark}	sup=6
{so}{if}{you}{see}{side}	sup=6
{so}{if}{you}{the}{dark}	sup=6
{so}{if}{you}{the}{side}	sup=6
{so}{if}{you}{the}{of}	sup=6
{so}{if}{see}{the}{dark}	sup=6
{so}{if}{see}{the}{side}	sup=6
{so}{if}{see}{the}{of}	sup=6
{so}{if}{see}{dark}{me}	sup=6
{so}{if}{see}{dark}{side}	sup=6
{so}{if}{see}{dark}{of}	sup=6
{so}{if}{see}{side}{me}	sup=6
{so}{if}{see}{side}{of}	sup=6
{so}{you}{can}{see}{the}	sup=6
{so}{you}{can}{see}{dark}	sup=6
{so}{you}{can}{see}{side}	sup=6
{so}{you}{can}{the}{dark}	sup=6
{so}{you}{can}{the}{side}	sup=6
{so}{you}{can}{the}{of}	sup=6
{so}{you}{can}{dark}{me}	sup=6
{so}{you}{can}{dark}{side}	sup=6
{so}{you}{can}{dark}{of}	sup=6
{so}{you}{see}{the}{dark}	sup=6
{so}{you}{see}{the}{side}	sup=6
{so}{you}{see}{the}{of}	sup=6
{so}{you}{see}{dark}{me}	sup=6
{so}{you}{see}{dark}{side}	sup=6
{so}{you}{see}{dark}{of}	sup=6
{so}{you}{see}{side}{me}	sup=6
{so}{you}{see}{side}{of}	sup=6
{so}{you}{the}{dark}{me}	sup=6
{so}{you}{the}{dark}{side}	sup=6
{so}{you}{the}{dark}{of}	sup=6
{so}{you}{the}{side}{me}	sup=6
{so}{you}{the}{side}{of}	sup=6
{so}{you}{the}{of}{me}	sup=6
{time}{lie}	sup=6
{have}{try}	sup=6
{but}{you}{be}	sup=6
{be}{have}	sup=6
{be}{all}	sup=6
{be}{much}	sup=6
{be}{stand}	sup=6
{somebody}{me}{through}{this}{nightmare}	sup=6
{what}{give}	sup=6
{if}{i}{to}{control}{me}	sup=6
{if}{i}{someone}{control}{me}	sup=6
{if}{i}{someone}{to}{control}	sup=6
{if}{i}{need}{control}{me}	sup=6
{if}{i}{need}{to}{control}	sup=6
{if}{i}{need}{someone}{control}	sup=6
{if}{t}	sup=6
{if}{you}{can}{the}{dark}	sup=6
{if}{you}{can}{the}{side}	sup=6
{if}{you}{can}{the}{of}	sup=6
{if}{you}{feel}{so}	sup=6
{if}{someone}{to}{control}{me}	sup=6
{if}{need}{to}{control}{me}	sup=6
{if}{need}{someone}{control}{me}	sup=6
{if}{need}{someone}{to}{control}	sup=6
{you}{be}{here}	sup=6
{you}{you}{be}{there}{me}	sup=6
{you}{you}{be}{there}{to}	sup=6
{you}{you}{be}{there}{guide}	sup=6
{you}{you}{be}{to}{me}	sup=6
{you}{you}{be}{to}{guide}	sup=6
{you}{you}{be}{guide}{me}	sup=6
{you}{you}{there}{to}{me}	sup=6
{you}{you}{there}{to}{guide}	sup=6
{you}{you}{there}{guide}{me}	sup=6
{you}{you}{to}{guide}{me}	sup=6
{you}{leave}	sup=6
{you}{think}{be}{there}{me}	sup=6
{you}{think}{be}{there}{to}	sup=6
{you}{think}{be}{there}{guide}	sup=6
{you}{think}{be}{to}{me}	sup=6
{you}{think}{be}{to}{guide}	sup=6
{you}{think}{be}{guide}{me}	sup=6
{you}{think}{you}{be}{there}	sup=6
{you}{think}{you}{be}{to}	sup=6
{you}{think}{you}{be}{guide}	sup=6
{you}{think}{you}{there}{me}	sup=6
{you}{think}{you}{there}{to}	sup=6
{you}{think}{you}{there}{guide}	sup=6
{you}{think}{you}{to}{me}	sup=6
{you}{think}{you}{to}{guide}	sup=6
{you}{think}{there}{to}{me}	sup=6
{you}{think}{there}{to}{guide}	sup=6
{you}{think}{there}{guide}{me}	sup=6
{you}{always}	sup=6
{you}{wonder}	sup=6
{the}{way}{down}	sup=6
{the}{only}	sup=6
{no}{one}{will}{this}{i}	sup=6
{no}{one}{will}{this}{have}	sup=6
{no}{one}{will}{this}{animal}	sup=6
{no}{one}{will}{ever}{this}	sup=6
{no}{one}{will}{ever}{change}	sup=6
{no}{one}{will}{ever}{animal}	sup=6
{no}{one}{will}{change}{i}	sup=6
{no}{one}{will}{change}{this}	sup=6
{no}{one}{will}{change}{animal}	sup=6
{no}{one}{ever}{this}{i}	sup=6
{no}{one}{ever}{this}{have}	sup=6
{no}{one}{ever}{this}{animal}	sup=6
{no}{one}{ever}{change}{i}	sup=6
{no}{one}{ever}{change}{this}	sup=6
{no}{one}{ever}{change}{animal}	sup=6
{no}{one}{ever}{animal}{i}	sup=6
{no}{one}{ever}{animal}{have}	sup=6
{no}{one}{ever}{animal}{become}	sup=6
{no}{one}{change}{i}{have}	sup=6
{no}{one}{change}{i}{become}	sup=6
{no}{one}{change}{this}{i}	sup=6
{no}{one}{change}{this}{have}	sup=6
{no}{one}{change}{this}{animal}	sup=6
{no}{one}{change}{animal}{i}	sup=6
{no}{one}{change}{animal}{have}	sup=6
{no}{one}{change}{animal}{become}	sup=6
{no}{will}{this}{i}{have}	sup=6
{no}{will}{this}{i}{become}	sup=6
{no}{will}{this}{have}{become}	sup=6
{no}{will}{this}{animal}{i}	sup=6
{no}{will}{this}{animal}{have}	sup=6
{no}{will}{this}{animal}{become}	sup=6
{no}{will}{ever}{this}{i}	sup=6
{no}{will}{ever}{this}{have}	sup=6
{no}{will}{ever}{this}{animal}	sup=6
{no}{will}{ever}{change}{i}	sup=6
{no}{will}{ever}{change}{this}	sup=6
{no}{will}{ever}{change}{animal}	sup=6
{no}{will}{ever}{animal}{i}	sup=6
{no}{will}{ever}{animal}{have}	sup=6
{no}{will}{ever}{animal}{become}	sup=6
{no}{will}{change}{i}{have}	sup=6
{no}{will}{change}{i}{become}	sup=6
{no}{will}{change}{this}{i}	sup=6
{no}{will}{change}{this}{have}	sup=6
{no}{will}{change}{this}{animal}	sup=6
{no}{will}{change}{animal}{i}	sup=6
{no}{will}{change}{animal}{have}	sup=6
{no}{will}{change}{animal}{become}	sup=6
{no}{ever}{this}{i}{have}	sup=6
{no}{ever}{this}{i}{become}	sup=6
{no}{ever}{this}{have}{become}	sup=6
{no}{ever}{this}{animal}{i}	sup=6
{no}{ever}{this}{animal}{have}	sup=6
{no}{ever}{this}{animal}{become}	sup=6
{no}{ever}{change}{i}{have}	sup=6
{no}{ever}{change}{i}{become}	sup=6
{no}{ever}{change}{this}{i}	sup=6
{no}{ever}{change}{this}{have}	sup=6
{no}{ever}{change}{this}{animal}	sup=6
{no}{ever}{change}{animal}{i}	sup=6
{no}{ever}{change}{animal}{have}	sup=6
{no}{ever}{change}{animal}{become}	sup=6
{no}{ever}{animal}{i}{have}	sup=6
{no}{ever}{animal}{i}{become}	sup=6
{no}{ever}{animal}{have}{become}	sup=6
{will}{get}	sup=6
{will}{never}	sup=6
{will}{all}	sup=6
{it}{s}{all}{you}	sup=6
{it}{to}	sup=6
{it}{back}	sup=6
{not}{when}{you}	sup=6
{there}{s}	sup=6
{wake}{i}{be}{the}{door}	sup=6
{wake}{i}{be}{on}{the}	sup=6
{wake}{i}{be}{on}{door}	sup=6
{wake}{i}{be}{pound}{the}	sup=6
{wake}{i}{be}{pound}{on}	sup=6
{wake}{i}{be}{pound}{door}	sup=6
{wake}{i}{on}{the}{door}	sup=6
{wake}{i}{pound}{the}{door}	sup=6
{wake}{i}{pound}{on}{the}	sup=6
{wake}{i}{pound}{on}{door}	sup=6
{wake}{be}{on}{the}{door}	sup=6
{wake}{be}{pound}{the}{door}	sup=6
{wake}{be}{pound}{on}{the}	sup=6
{wake}{be}{pound}{on}{door}	sup=6
{wake}{up}{i}{be}{the}	sup=6
{wake}{up}{i}{be}{on}	sup=6
{wake}{up}{i}{be}{pound}	sup=6
{wake}{up}{i}{on}{the}	sup=6
{wake}{up}{i}{on}{door}	sup=6
{wake}{up}{i}{pound}{the}	sup=6
{wake}{up}{i}{pound}{on}	sup=6
{wake}{up}{i}{pound}{door}	sup=6
{wake}{up}{be}{the}{door}	sup=6
{wake}{up}{be}{on}{the}	sup=6
{wake}{up}{be}{on}{door}	sup=6
{wake}{up}{be}{pound}{the}	sup=6
{wake}{up}{be}{pound}{on}	sup=6
{wake}{up}{be}{pound}{door}	sup=6
{wake}{up}{pound}{the}{door}	sup=6
{wake}{up}{pound}{on}{the}	sup=6
{wake}{up}{pound}{on}{door}	sup=6
{let}{s}{a}{a}{riot}	sup=6
{let}{s}{a}{riot}{a}	sup=6
{let}{s}{a}{riot}{riot}	sup=6
{let}{s}{start}{a}{a}	sup=6
{let}{s}{start}{riot}{a}	sup=6
{let}{s}{start}{riot}{riot}	sup=6
{let}{s}{riot}{a}{riot}	sup=6
{let}{a}{riot}{a}{riot}	sup=6
{let}{start}{a}{a}{riot}	sup=6
{let}{start}{a}{riot}{a}	sup=6
{let}{start}{a}{riot}{riot}	sup=6
{let}{start}{riot}{a}{riot}	sup=6
{and}{i}{have}{so}{long}	sup=6
{and}{i}{have}{be}{so}	sup=6
{and}{i}{have}{be}{long}	sup=6
{and}{i}{have}{be}{wait}	sup=6
{and}{i}{have}{wait}{so}	sup=6
{and}{i}{have}{wait}{long}	sup=6
{and}{i}{be}{so}{long}	sup=6
{and}{i}{be}{wait}{so}	sup=6
{and}{i}{be}{wait}{long}	sup=6
{and}{i}{wait}{so}{long}	sup=6
{and}{have}{be}{so}{long}	sup=6
{and}{have}{be}{wait}{so}	sup=6
{and}{have}{be}{wait}{long}	sup=6
{and}{have}{wait}{so}{long}	sup=6
{and}{be}{wait}{so}{long}	sup=6
{and}{we}	sup=6
{and}{save}{myself}{before}	sup=6
{to}{this}	sup=6
{to}{the}	sup=6
{to}{think}	sup=6
{to}{high}{place}	sup=6
{keep}{your}	sup=6
{my}{time}	sup=6
{steal}	sup=6
{we}{get}{and}{the}{crowd}	sup=6
{we}{get}{and}{stand}{the}	sup=6
{we}{get}{and}{stand}{above}	sup=6
{we}{get}{and}{stand}{crowd}	sup=6
{we}{get}{and}{above}{the}	sup=6
{we}{get}{and}{above}{crowd}	sup=6
{we}{get}{up}{and}{the}	sup=6
{we}{get}{up}{and}{stand}	sup=6
{we}{get}{up}{and}{above}	sup=6
{we}{get}{up}{stand}{the}	sup=6
{we}{get}{up}{stand}{above}	sup=6
{we}{get}{up}{stand}{crowd}	sup=6
{we}{get}{up}{above}{the}	sup=6
{we}{get}{up}{above}{crowd}	sup=6
{we}{get}{back}{and}{the}	sup=6
{we}{get}{back}{and}{stand}	sup=6
{we}{get}{back}{and}{above}	sup=6
{we}{get}{back}{up}{and}	sup=6
{we}{get}{back}{up}{stand}	sup=6
{we}{get}{back}{up}{above}	sup=6
{we}{get}{back}{stand}{the}	sup=6
{we}{get}{back}{stand}{above}	sup=6
{we}{get}{back}{stand}{crowd}	sup=6
{we}{up}{and}{the}{crowd}	sup=6
{we}{up}{and}{stand}{the}	sup=6
{we}{up}{and}{stand}{above}	sup=6
{we}{up}{and}{stand}{crowd}	sup=6
{we}{up}{and}{above}{the}	sup=6
{we}{up}{and}{above}{crowd}	sup=6
{we}{up}{stand}{the}{crowd}	sup=6
{we}{up}{stand}{above}{the}	sup=6
{we}{up}{stand}{above}{crowd}	sup=6
{we}{up}{above}{the}{crowd}	sup=6
{we}{back}{and}{the}{crowd}	sup=6
{we}{back}{and}{stand}{the}	sup=6
{we}{back}{and}{stand}{above}	sup=6
{we}{back}{and}{stand}{crowd}	sup=6
{we}{back}{and}{above}{the}	sup=6
{we}{back}{and}{above}{crowd}	sup=6
{we}{back}{up}{and}{the}	sup=6
{we}{back}{up}{and}{stand}	sup=6
{we}{back}{up}{and}{above}	sup=6
{we}{back}{up}{stand}{the}	sup=6
{we}{back}{up}{stand}{above}	sup=6
{we}{back}{up}{stand}{crowd}	sup=6
{we}{back}{up}{above}{the}	sup=6
{we}{back}{up}{above}{crowd}	sup=6
{we}{back}{stand}{the}{crowd}	sup=6
{we}{back}{stand}{above}{the}	sup=6
{we}{back}{stand}{above}{crowd}	sup=6
{come}{to}	sup=6
{a}{get}{lose}{in}{you}	sup=6
{a}{to}{get}{lose}{you}	sup=6
{a}{to}{get}{lose}{in}	sup=6
{a}{to}{get}{in}{you}	sup=6
{a}{to}{lose}{in}{you}	sup=6
{a}{way}{get}{lose}{you}	sup=6
{a}{way}{get}{lose}{in}	sup=6
{a}{way}{get}{in}{you}	sup=6
{a}{way}{to}{get}{you}	sup=6
{a}{way}{to}{get}{lose}	sup=6
{a}{way}{to}{get}{in}	sup=6
{a}{way}{to}{lose}{you}	sup=6
{a}{way}{to}{lose}{in}	sup=6
{a}{way}{to}{in}{you}	sup=6
{a}{way}{lose}{in}{you}	sup=6
{that}{have}{enough}	sup=6
{that}{you}{be}{go}{forever}	sup=6
{that}{s}	sup=6
{know}{you}	sup=6
{know}{could}{be}	sup=6
{in}{this}{time}{be}{we}	sup=6
{in}{this}{time}{be}{loving}	sup=6
{in}{this}{time}{we}{loving}	sup=6
{in}{this}{be}{we}{loving}	sup=6
{in}{time}{be}{we}{loving}	sup=6
{live}{in}{world}{so}{cold}	sup=6
{live}{in}{a}	sup=6
{break}{away}{from}	sup=6
{yourself}	sup=6
{burn}{on}{the}{inside}	sup=6
{on}{my}{own}	sup=6
{when}{be}{the}{and}{off}	sup=6
{when}{be}{the}{and}{fall}	sup=6
{when}{be}{the}{edge}{and}	sup=6
{when}{be}{the}{edge}{off}	sup=6
{when}{be}{the}{edge}{fall}	sup=6
{when}{be}{the}{fall}{off}	sup=6
{when}{be}{on}{the}{and}	sup=6
{when}{be}{on}{the}{edge}	sup=6
{when}{be}{on}{the}{fall}	sup=6
{when}{be}{on}{and}{off}	sup=6
{when}{be}{on}{and}{fall}	sup=6
{when}{be}{on}{edge}{and}	sup=6
{when}{be}{on}{edge}{off}	sup=6
{when}{be}{on}{edge}{fall}	sup=6
{when}{be}{edge}{and}{off}	sup=6
{when}{be}{edge}{and}{fall}	sup=6
{when}{be}{edge}{fall}{off}	sup=6
{when}{you}{be}{the}{and}	sup=6
{when}{you}{be}{the}{edge}	sup=6
{when}{you}{be}{the}{fall}	sup=6
{when}{you}{be}{on}{the}	sup=6
{when}{you}{be}{on}{and}	sup=6
{when}{you}{be}{on}{edge}	sup=6
{when}{you}{be}{edge}{and}	sup=6
{when}{you}{be}{edge}{off}	sup=6
{when}{you}{be}{edge}{fall}	sup=6
{when}{you}{the}{and}{off}	sup=6
{when}{you}{the}{and}{fall}	sup=6
{when}{you}{the}{edge}{and}	sup=6
{when}{you}{the}{edge}{off}	sup=6
{when}{you}{the}{edge}{fall}	sup=6
{when}{you}{the}{fall}{off}	sup=6
{when}{you}{on}{the}{and}	sup=6
{when}{you}{on}{the}{edge}	sup=6
{when}{you}{on}{the}{fall}	sup=6
{when}{you}{on}{and}{off}	sup=6
{when}{you}{on}{and}{fall}	sup=6
{when}{you}{on}{edge}{and}	sup=6
{when}{you}{on}{edge}{off}	sup=6
{when}{you}{on}{edge}{fall}	sup=6
{when}{on}{the}{and}{off}	sup=6
{when}{on}{the}{and}{fall}	sup=6
{when}{on}{the}{edge}{and}	sup=6
{when}{on}{the}{edge}{off}	sup=6
{when}{on}{the}{edge}{fall}	sup=6
{when}{on}{the}{fall}{off}	sup=6
{when}{on}{and}{fall}{off}	sup=6
{when}{on}{edge}{and}{off}	sup=6
{when}{on}{edge}{and}{fall}	sup=6
{when}{on}{edge}{fall}{off}	sup=6
